MovielID,Name,Gnere,Introduction,Director,Writers,Stars
575,The Little Rascal: Stymie             ,Documentary,Add a Plot »,,Eric Anderson,A.J. Benza|Matthew 'Stymie' Beard|Dorothy DeBorba
576,Fausto (1993) ,Comedy,"Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the 
                    ",Rémy Duchemin,Richard Morgiève|Richard Morgiève,Kên Higelin|Jean Yanne|Florence Darel
577,Andre (1994) ,Adventure|Drama|Family,"The true story of how a seal named Andre befriended a little girl and her family, circa 1962.",George Miller,Harry Goodridge|Lew Dietz,Tina Majorino|Keith Carradine|Chelsea Field
578,The Hour of the Pig (1993) ,Crime|Drama|History,"In medieval France, young lawyer Richard Courtois leaves Paris for the simpler life in the country. However, he is soon drawn into amorous and political intrigues. At the same time, he is 
                    ",Leslie Megahey,Leslie Megahey,Colin Firth|Amina Annabi|Jim Carter
579,La scorta (1993) ,Action|Crime|Drama,"A dedicated, tightly-knit group of bodyguards take on additional duties while safeguarding an honest judge designated to investigate official corruption in Sicily.",Ricky Tognazzi,Graziano Diana|Simona Izzo,Carlo Cecchi|Enrico Lo Verso|Claudio Amendola
580,Princess Caraboo (1994) ,Comedy|Drama|History,"A mysterious young woman speaking a strange language shows up in an English village, where she is taken in by aristocrats who assume she is a foreign princess",Michael Austin,Michael Austin|John Wells,Phoebe Cates|Jim Broadbent|Wendy Hughes
581,The Celluloid Closet: Featurette (1995) ,Short|History,Add a Plot »,,,Whoopi Goldberg|Susan Sarandon|Beryl Reid
582,Métisse (1993) ,Comedy|Romance,"Lola is pregnant. But she does not know who the father is : Jamal, the black muslim, son of diplomats, or Felix, the pennyless jewish messenger. Jamal and Felix meet at Lola's, and the race
                    ",Mathieu Kassovitz,Mathieu Kassovitz,Julie Mauduech|Hubert Koundé|Mathieu Kassovitz
583,Caro Diario (Dear Diary) (2020) ,Short|Comedy,"A journey from the first to the last day of school in a fifth grade of elementary school, told through the emotions and words reported in a diary. What does it mean to grow up for a child? 
                    ",Sebastiano Rizzo,Di Blasio Piero,Giulietta Rebeggiani|Riccardo Antonaci
584,De eso no se habla (1993) ,Drama|Romance,"Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might 
                    ",María Luisa Bemberg,María Luisa Bemberg|Jorge Goldenberg,Marcello Mastroianni|Luisina Brando|Alejandra Podesta
585,The Brady Bunch Movie (1995) ,Comedy,"The original 70s TV family is now placed in the 1990s, where they're even more square and out of place than ever.",Betty Thomas,Sherwood Schwartz|Laurice Elehwany,Shelley Long|Gary Cole|Christine Taylor
586,Home Alone (1990) ,Comedy|Family,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,Chris Columbus,John Hughes,Macaulay Culkin|Joe Pesci|Daniel Stern
587,Ghost (1990) ,Drama|Fantasy|Romance,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",Jerry Zucker,Bruce Joel Rubin,Patrick Swayze|Demi Moore|Whoopi Goldberg
588,Aladdin (1992) ,Animation|Adventure|Comedy,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,Ron Clements|John Musker,Ron Clements|John Musker,Scott Weinger|Robin Williams|Linda Larkin
589,Terminator 2: Judgment Day (1991) ,Action|Sci-Fi,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son, John Connor, from a more advanced and powerful cyborg.",James Cameron,James Cameron|William Wisher,Arnold Schwarzenegger|Linda Hamilton|Edward Furlong
590,Dances with Wolves (1990) ,Adventure|Drama|Western,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.",Kevin Costner,Michael Blake|Michael Blake,Kevin Costner|Mary McDonnell|Graham Greene
591,Tough and Deadly (1995) ,Action|Drama|Thriller,"Elmo Freech is a private investigator and was contracted by John Portland, a CIA agent who suffers amnesia, in oder to reveale a dubious case of drug smuggling in which are involved big 
                    ",Steve Cohen,Steve Cohen|Otto C. Pozzo,Billy Blanks|Roddy Piper|Richard Norton
592,Batman (1989) ,Action|Adventure,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",Tim Burton,Bob Kane|Sam Hamm,Michael Keaton|Jack Nicholson|Kim Basinger
593,The Silence Of The Lambs (1991)             ,Comedy|Horror,"Today, Rob looks at the Academy Award winning Silence Of The Lambs; starring Anthony Hopkins and Jodie Foster in tremendous groundbreaking performances in a truly terrifying picture.",Rob Boor,Rob Boor,Rob Boor
594,Snow White and the Seven Dwarfs (1937) ,Animation|Family|Fantasy,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",William Cottrell|David Hand,Jacob Grimm|Wilhelm Grimm,Adriana Caselotti|Harry Stockwell|Lucille La Verne
595,Beauty and the Beast (1991) ,Animation|Family|Fantasy,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,Gary Trousdale|Kirk Wise,Linda Woolverton|Brenda Chapman,Paige O'Hara|Robby Benson|Jesse Corti
596,Pinocchio (1940) ,Animation|Comedy|Family,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",Norman Ferguson|T. Hee,Carlo Collodi|Ted Sears,Dickie Jones|Christian Rub|Mel Blanc
597,Pretty Woman (1990) ,Comedy|Romance,"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets only to fall in love.",Garry Marshall,J.F. Lawton,Richard Gere|Julia Roberts|Jason Alexander
598,Okno v Parizh (1993) ,Comedy|Drama|Fantasy,"Nikolay (played by Sergei Dontsov) has been fired from his job as a music teacher and has to live in the gym until he finds a place to stay. Finally, he gets a communal room in the 
                    ",Yuri Mamin|Arkadiy Tigay,Vyacheslav Leykin|Yuri Mamin,Sergey Dreyden|Agnès Soral|Viktor Mikhailov
599,The Wild Bunch (1969) ,Action|Adventure|Western,An aging group of outlaws look for one last big score as the "traditional" American West is disappearing around them.,Sam Peckinpah,Walon Green|Sam Peckinpah,William Holden|Ernest Borgnine|Robert Ryan
600,Love and a .45 (1994) ,Crime|Romance|Thriller,"A small time crook flees to Mexico to evade the authorities, loan sharks, and his murderous ex-partner with only his fiancé and a trusted Colt .45.",C.M. Talkington,C.M. Talkington,Gil Bellows|Renée Zellweger|Rory Cochrane
601,Wu Kui (1994) ,Drama,"Camels carry a bride to her groom's house; he is a wealthy tofu maker and the bride's father is in debt to him. Leading the caravan is Kui, a strong, courageous, and naive peasant. Bandits 
                    ",Jianxin Huang,Zhengguang Yang|Jia Pingau,Shih Chang|Lan Wang|Yumei Wang
602,A Great Day in Harlem (1994) ,Documentary|Music,"The documentary compiles interviews of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine.",Jean Bach,Jean Bach|Susan Peehl,Dizzy Gillespie|Milt Hinton|Marian McPartland
603,Bye Bye Love (1995) ,Comedy,"A story about the family breakup of three divorced men. The film presented their perspective and it reveals their relationship with their children, ex-wives, girl friends, male friendships, and their identities as divorced men.",Sam Weisman,Gary David Goldberg|Brad Hall,Matthew Modine|Randy Quaid|Paul Reiser
604,Criminals 19             ,Comedy|Reality-TV,"Who knows what evil lurks in the hearts of men? World's Dumbest knows! Join Leif Garrett, Todd Bridges and Tonya Harding and the rest of the celebrity cast as they lampoon the World's 
                    ",,Jason Cilo,Daniel Baldwin|Chip Bolcik|Danny Bonaduce
605,One Fine Day (1996) ,Comedy|Drama|Romance,"The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.",Michael Hoffman,Terrel Seltzer|Ellen Simon,Michelle Pfeiffer|George Clooney|Mae Whitman
606,Candyman: Farewell to the Flesh (1995) ,Horror|Thriller,The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.,Bill Condon,Clive Barker|Rand Ravich,Tony Todd|Kelly Rowan|William O'Leary
607,Century (1993) ,Drama|Romance,"Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. 
                    ",Stephen Poliakoff,Stephen Poliakoff,Charles Dance|Clive Owen|Miranda Richardson
608,Fargo (1996) ,Crime|Drama|Thriller,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,Joel Coen|Ethan Coen,Ethan Coen|Joel Coen,William H. Macy|Frances McDormand|Steve Buscemi
609,Homeward Bound II: Lost in San Francisco (1996) ,Adventure|Comedy|Family,"When adventurous pets Chance, Shadow and Sassy are accidentally separated from their vacationing owners, they're left to fend for themselves on the mean streets of San Francisco, in search for the ""golden bridge"" that will take them home.",David R. Ellis,Chris Hauty|Julie Hickson,Michael J. Fox|Sally Field|Ralph Waite
610,Heavy Metal (1981) ,Animation|Adventure|Fantasy,"A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror.",Gerald Potterton|John Bruno,Daniel Goldberg|Len Blum,Richard Romanus|John Candy|Joe Flaherty
611,Hellraiser: Bloodline (1996) ,Horror|Sci-Fi,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.",Kevin Yagher,Peter Atkins,Bruce Ramsay|Valentina Vargas|Doug Bradley
612,The Pallbearer (1996) ,Comedy|Romance,"A young man's life is thrown into a loop when he is asked to be a pallbearer for the funeral of a classmate he doesn't remember, and his old high school crush temporarily returns to town.",Matt Reeves,Jason Katims|Matt Reeves,David Schwimmer|Gwyneth Paltrow|Michael Rapaport
613,Jane Eyre (1996) ,Drama|Romance,"Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to become a teacher and eventually seeks 
                    ",Franco Zeffirelli,Charlotte Brontë|Hugh Whitemore,William Hurt|Charlotte Gainsbourg|Anna Paquin
614,Loaded (1994) ,Drama|Thriller|Mystery,"Seven teenagers retreat to a country house for the weekend to make their epic, an impossibly ambitious Celtic fantasy. As the making of the video drifts from playful hilarity to argument, 
                    ",Anna Campion,Anna Campion,Oliver Milburn|Dearbhla Molloy|Danny Cunningham
615,Pane e cioccolata (1974) ,Comedy|Drama,Italian immigrant Nino steadfastly tries to become a member of Swiss Society no matter how awful his situation becomes.,Franco Brusati,Franco Brusati|Franco Brusati,Nino Manfredi|Anna Karina|Paolo Turco
616,The AristoCats (1970) ,Animation|Adventure|Comedy,"With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.",Wolfgang Reitherman,Larry Clemmons|Vance Gerry,Phil Harris|Eva Gabor|Sterling Holloway
617,La flor de mi secreto (1995) ,Drama,"Leo writes trashy romance novels under a pseudonym but as she struggles in her relationship with her husband, she finds her output becoming darker.",Pedro Almodóvar,Pedro Almodóvar,Marisa Paredes|Juan Echanove|Carme Elias
618,Executive Decision/Ed/Two Much/The Star Maker/Land and Freedom             ,Talk-Show,Add a Plot »,Don DuPree,,Roger Ebert|Gene Siskel
619,Ed (1996) ,Comedy|Family|Sport,A trained chimpanzee plays third base for a minor-league baseball team.,Bill Couturié,Ken Richards|Janus Cercone,Matt LeBlanc|Jayne Brook|Gene Ross
620,Cerro Torre: Schrei aus Stein (1991) ,Drama,"Two famous competitive climbers make a bet on who can climb Cerro Torre, one of the most dangerous mountains in Argentina and the world, first. As the day of the climb approaches, their increasing competitiveness becomes destructive.",Werner Herzog,Hans-Ulrich Klenner|Walter Saxer,Vittorio Mezzogiorno|Stefan Glowacz|Mathilda May
621,Ma saison préférée (1993) ,Drama|Romance,"Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites 
                    ",André Téchiné,Pascal Bonitzer|André Téchiné,Catherine Deneuve|Daniel Auteuil|Marthe Villalonga
622,The Love Bug (1968) ,Comedy|Family|Sport,A race car driver becomes a champion with a Volkswagen Beetle with a mind of its own.,Robert Stevenson,Bill Walsh|Don DaGradi,Dean Jones|Michele Lee|David Tomlinson
623,A Modern Affair (1995) ,Comedy|Drama|Romance,"""A Modern Affair"" is a romantic comedy about the strain of contemporary relationships, one woman's urgent desire for parenthood, and a solution to it all. Grace Rhodes is the perfect 
                    ",Vern Oakley,Vern Oakley|Paul Zimmerman,Lisa Eichhorn|Caroline Aaron|Robert LuPone
624,Condition Red (1995) ,Action|Drama|Thriller,Prison guard falls in love with inmate. She wants him to let her escape.,Mika Kaurismäki,Andre Degas,James Russo|Cynda Williams|Paul Calderon
625,Asfour Stah (1990) ,Drama|Comedy,"A coming-of-age comedy/drama set in Tunisia. Twelve-year-old Noura is an impressionable boy who must learn to reconcile two conflicting worlds - the loving world of Muslim women and the 
                    ",Férid Boughedir,Férid Boughedir|Nouri Bouzid,Selim Boughedir|Mustapha Adouani|Rabiah Ben-Abdullah
626,A Thin Line Between Love and Hate (1996) ,Comedy|Crime|Drama,A womanizer's ways catches up with him when he pursues Brandi.,Martin Lawrence,Martin Lawrence|Martin Lawrence,Martin Lawrence|Lynn Whitfield|Regina King
627,Chapter Three: "Timmy's Last Supper"             ,Comedy,Add a Plot »,Anne Renton,Ryan Powers,Lauren Bair|Chelsea Frei|Phillip Jordan
628,Primal Fear (1996) ,Crime|Drama|Mystery,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",Gregory Hoblit,William Diehl|Steve Shagan,Richard Gere|Laura Linney|Edward Norton
629,Rude (1995) ,Crime|Drama,"This is the Easter weekend. In an inner city project, three people struggle against their demons and try to find redemption. They are Maxine, a window dresser depressed since she had an 
                    ",Clement Virgo,Clement Virgo,Maurice Dean Wint|Rachael Crawford|Clark Johnson
630,Carried Away (1996) ,Drama|Romance,"Joseph Svenden is a middle-aged school-teacher who lives on a farm with his dying mother. In his simple life there are no excitements, even in long-time relationship with a widow. However, 
                    ",Bruno Barreto,Jim Harrison|Ed Jones,Dennis Hopper|Amy Irving|Amy Locane
631,All Dogs Go to Heaven 2 (1996) ,Animation|Adventure|Family,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",Larry Leker|Paul Sabella,Mark Young|Kelly Ward,Charlie Sheen|Sheena Easton|Dom DeLuise
632,Land and Freedom (1995) ,Drama|War,David is an unemployed communist that comes to Spain in 1937 during the civil war to enroll the republicans and defend the democracy against the fascists. He makes friends between the soldiers.,Ken Loach,Jim Allen,Ian Hart|Rosana Pastor|Icíar Bollaín
633,Denise Calls Up (1995) ,Comedy,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by 
                    ",Hal Salwen,Hal Salwen,Tim Daly|Caroleen Feeney|Dan Gunther
634,Theodore Rex (1995) ,Action|Comedy|Family,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",Jonathan R. Betuel,Jonathan R. Betuel,Whoopi Goldberg|Armin Mueller-Stahl|Juliet Landau
635,A Family Thing (1996) ,Comedy|Drama,"Earl Pilcher, Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining 
                    ",Richard Pearce,Billy Bob Thornton|Tom Epperson,Robert Duvall|James Earl Jones|Michael Beach
636,Frisk (1995) ,Drama|Thriller,"A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose 
                    ",Todd Verow,Dennis Cooper|Jim Dwyer,Michael Gunther|Craig Chester|Michael Stock
637,Sgt. Bilko (1996) ,Comedy,"Sgt. Bilko is a well-liked conman in charge of the army base's motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he's coming to inspect the base for possible closure.",Jonathan Lynn,Nat Hiken|Andy Breckman,Steve Martin|Dan Aykroyd|Phil Hartman
638,Jack & Sarah (1995) ,Comedy|Drama|Romance,A young American woman becomes a nanny in the home of a recent British widower.,Tim Sullivan,Tim Sullivan,Richard E. Grant|Samantha Mathis|Judi Dench
639,Girl 6 (1996) ,Comedy|Drama,An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.,Spike Lee,Suzan-Lori Parks,Theresa Randle|Isaiah Washington|Spike Lee
640,Diabolique (1996) ,Drama|Horror|Mystery,The wife and mistress of the sadistic dean of an exclusive prep school conspire to murder him.,Jeremiah S. Chechik,Pierre Boileau|Thomas Narcejac,Sharon Stone|Isabelle Adjani|Chazz Palminteri
641,Un indien dans la ville (1994) ,Adventure|Comedy|Romance,"The Parisian broker Steph only needs the signature from his wife Patricia for their divorce - but she left 13 years ago for living with Amazonas indians. Steph finds her in the village and 
                    ",Hervé Palud,Hervé Palud|Jean-Marie Pallardy,Thierry Lhermitte|Ludwig Briand|Patrick Timsit
642,Roula (1995) ,Drama,"A prosperous writer of kid's books falls in adore with a female which very special connection to her dad results in a terrible horror significantly changing the life of all persons engaged.
                    ",Martin Enlen,Martin Enlen|Bernd Mollenhauer,Anica Dobra|Felicitas Grimm-Luck|Martin Umbach
643,Peanuts - Die Bank zahlt alles (1996) ,Comedy,Peanuts - The bank pays everything.,Carlo Rola,Eberhard Junkersdorf|Peter Zingler,Ulrich Mühe|Iris Berben|Marita Marschall
644,Happy Weekend (1996) ,Comedy,Add a Plot »,Ed Herzog,Ed Herzog|Rainer Knepperges,Erik Goertz|Anton Rattinger|Dieter Wardetzky
645,Nelly & Monsieur Arnaud (1995) ,Drama,"When Nelly, a woman being just divorced, meets by chance M. Arnaud, a mature salesman just retired, begins a strange and special relationship between the two personalities.",Claude Sautet,Jacques Fieschi|Claude Sautet,Emmanuelle Béart|Michel Serrault|Jean-Hugues Anglade
646,Empire Strikes Back             ,News,Add a Plot »,,,
647,Courage Under Fire (1996) ,Action|Drama|Mystery,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",Edward Zwick,Patrick Sheane Duncan,Denzel Washington|Meg Ryan|Lou Diamond Phillips
648,Mission: Impossible (1996) ,Action|Adventure|Thriller,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",Brian De Palma,Bruce Geller|David Koepp,Tom Cruise|Jon Voight|Emmanuelle Béart
649,Á köldum klaka (1995) ,Comedy|Drama|Mystery,A Japanese businessman travels to Iceland and has a series of misadventures while venturing to a remote area to perform a traditional burial ritual where his parents died several years back.,Friðrik Þór Friðriksson,Friðrik Þór Friðriksson|Jim Stark,Masatoshi Nagase|Lili Taylor|Fisher Stevens
650,Moll Flanders (1996) ,Drama|Romance,"The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive Priest lead Moll to rebel as a teenager, 
                    ",Pen Densham,Daniel Defoe|Pen Densham,Robin Wright|Morgan Freeman|Stockard Channing
651,Das Superweib (1996) ,Comedy,"Franziska is kind of a romantic woman with two children and a husband who is working around the globe as a movie director. When she wants to buy a flat some day she gets in contact with 
                    ",Sönke Wortmann,Hera Lind|Gundula Leni Ohngemach,Veronica Ferres|Joachim Król|Richy Müller
652,"301, 302 (1995) ",Horror|Mystery|Thriller,"Two women, a chef and an anorexic writer, are neighbors in an apartment building. The chef (301) tries to entice her neighbor to eat with fabulous meals. The writer (302) refuses to eat, 
                    ",Cheol-su Park,Suh-Goon Lee,Pang Eun-Jin|Sin-hye Hwang|Chu-Ryun Kim
653,DragonHeart (1996) ,Action|Adventure|Fantasy,"The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality.",Rob Cohen,Patrick Read Johnson|Charles Edward Pogue,Dennis Quaid|Sean Connery|Dina Meyer
654,Und keiner weint mir nach (1996) ,Biography|Drama,"Leo and Marili grow up in a working class neighborhood in post world war one Munich in Germany. They make their first holy communion, fall in love for the first time, graduate from school 
                    ",Joseph Vilsmaier,Sigi Sommer|Willy Purucker,Peter Ketnath|Nina Hoss|Steffen Schroeder
655,Großmutters Courage (1994) ,Drama,Add a Plot »,Karin Hercher,Gabriele Kreis,Inge Meysel|Ulrich Pleitgen|Paul Frielinghaus
656,Eddie (1996) ,Comedy|Sport,"Coincidences lead to the New York Knicks, getting its loudest fan, Edwina ""Eddie"" Franklin (Whoopi Goldberg), as coach. Season victory?",Steve Rash,Steve Zacharias|Jeff Buhai,Whoopi Goldberg|Frank Langella|Dennis Farina
657,Yankee Zulu (1993) ,Comedy|Drama,"As children, Rhino and Zulu were best friends, until an incident causes them to go their separate ways. They meet up again as adults when Zulu, who has spent years in the United States, has
                    ",Gray Hofmeyr,Leon Schuster|Leon Schuster,Leon Schuster|John Matshikiza|Wilson Dunster
658,Billy's Holiday (1995) ,Musical,"This movie is all about a normal guy called Billy Apples. He is a social drinker and sometimes lead singer of a band. While he is doing all of this, he still manages to bring up his teenage
                    ",Richard Wherrett,Denis Whitburn,Max Cullen|Kris McQuade|Tina Bursill
659,Plein soleil (1960) ,Crime|Drama|Thriller,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",René Clément,Patricia Highsmith|René Clément,Alain Delon|Maurice Ronet|Marie Laforêt
660,August (1996) ,Comedy|Drama|Romance,"Chekov's Uncle Vanya, transposed to turn-of-the-century North Wales, where the peace and tranquility of a country house is disturbed by the arrival of the estate's tyrannical owner and his 
                    ",Anthony Hopkins,Julian Mitchell|Julian Mitchell,Anthony Hopkins|Leslie Phillips|Kate Burton
661,James and the Giant Peach (1996) ,Animation|Adventure|Family,"An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.",Henry Selick,Roald Dahl|Karey Kirkpatrick,Paul Terry|Joanna Lumley|Pete Postlethwaite
662,Fear (1996) ,Drama|Thriller,"When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.",James Foley,Christopher Crowe,Mark Wahlberg|Reese Witherspoon|William Petersen
663,Kids in the Hall: Brain Candy (1996) ,Comedy,"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects.",Kelly Makin,Norm Hiscock|Bruce McCulloch,Dave Foley|Bruce McCulloch|Kevin McDonald
664,Faithful (1996) ,Comedy|Crime|Drama,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",Paul Mazursky,Chazz Palminteri|Chazz Palminteri,Cher|Chazz Palminteri|Ryan O'Neal
665,Underground (1995) ,Comedy|Drama|Fantasy,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love and hate.",Emir Kusturica,Dusan Kovacevic|Emir Kusturica,Predrag 'Miki' Manojlovic|Lazar Ristovski|Mirjana Jokovic
666,Lust och fägring stor (1995) ,Drama|Romance|War,"Malmö, Sweden during the Second World War. Stig is a 15 year old pupil on the verge of adulthood. Viola is 37 years old and his teacher. He is attracted by her beauty and maturity. She is 
                    ",Bo Widerberg,Bo Widerberg,Johan Widerberg|Marika Lagercrantz|Tomas von Brömssen
667,Bloodsport 2 (1996) ,Action|Sport,"A talented street fighter ends up in a torturous prison camp - where he meets Sun, who teaches him humility, self-respect, and the deadliest fighting discipline: The Iron Hand. He promises Sun upon his release, he will fight in The Kumite.",Alan Mehrez|Philip Tan,Jeff Schechter,Daniel Bernhardt|James Hong|Pat Morita
668,Pather Panchali (1955) ,Drama,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",Satyajit Ray,Bibhutibhushan Bandyopadhyay|Satyajit Ray,Kanu Bannerjee|Karuna Bannerjee|Subir Banerjee
669,Aparajito (1956) ,Drama,"Following his father's death, a boy leaves home to study in Calcutta, while his mother must face a life alone.",Satyajit Ray,Bibhutibhushan Bandyopadhyay|Satyajit Ray,Pinaki Sengupta|Smaran Ghosal|Kamala Adhikari
670,Apur Sansar (1959) ,Drama,This final installment in Satyajit Ray's Apu Trilogy follows Apu's life as an orphaned adult aspiring to be a writer.,Satyajit Ray,Bibhutibhushan Bandyopadhyay|Satyajit Ray,Soumitra Chatterjee|Sharmila Tagore|Alok Chakravarty
671,Mystery Science Theater 3000: The Movie (1996) ,Comedy|Sci-Fi,Mike Nelson and his robot companions watch and give their comments about This Island Earth (1955).,Jim Mallon,Michael J. Nelson|Trace Beaulieu,Trace Beaulieu|Michael J. Nelson|Jim Mallon
672,Tarantella (1995) ,Drama,"Diana, a young Italian-American photographer, returns to the city in which she grew up in order to settle her mother's estate. She had not gotten along well with her mother in recent years.
                    ",Helen De Michiel,Helen De Michiel|Richard Hoblock,Mira Sorvino|Rose Gregorio|Matthew Lillard
673,Space Jam (1996) ,Animation|Adventure|Comedy,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",Joe Pytka,Leo Benvenuti|Steve Rudnick,Michael Jordan|Wayne Knight|Theresa Randle
674,Barbarella (1968) ,Adventure|Comedy|Fantasy,"Barbarella, an astronaut from the 41st century, sets out to find and stop the evil scientist Durand Durand, whose Positronic Ray threatens to bring evil back into the galaxy.",Roger Vadim,Jean-Claude Forest|Terry Southern,Jane Fonda|John Phillip Law|Anita Pallenberg
675,Hostile Intentions (1995) ,Action|Drama|Thriller,"Three young American women have a wild drunken fling south of the border. They find some rough folks to party with at a Mexican mansion, a Mexican jail and the U.S.-Mexican border.",Catherine Cyran,Catherine Cyran,Tia Carrere|Rigg Kennedy|Lisa Dean Ryan
676,They Bite (1996) ,Comedy|Horror|Sci-Fi,Sea creatures come to shore and attack and mate with humans.,Brett Piper,Brett Piper,Donna Frotscher|Nick Baldasare|Christina Veronica
677,A Grand Day Out (1989) ,Animation|Short|Adventure,"Wallace takes a break from trying to decide on a holiday destination only to find he has no cheese for his crackers. The solution to both problems is a trip to the moon, with dog Gromit, because everybody knows the moon's made of cheese.",Nick Park,Nick Park,Peter Sallis|Peter Hawkins
678,Some Folks Call It a Sling Blade (1994) ,Short|Drama|Thriller,"Twenty-five years after commiting a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and after some
                    ",George Hickenlooper,Billy Bob Thornton,Billy Bob Thornton|Molly Ringwald|J.T. Walsh
679,Showgirls/Canadian Bacon/Se7en/The Run of the Country/A Month by the Lake             ,Talk-Show,Add a Plot »,,,Roger Ebert|Gene Siskel
680,"Alphaville, une étrange aventure de Lemmy Caution (1965) ",Drama|Mystery|Sci-Fi,A U.S. secret agent is sent to the distant space city of Alphaville where he must find a missing person and free the city from its tyrannical ruler.,Jean-Luc Godard,Jean-Luc Godard,Eddie Constantine|Anna Karina|Akim Tamiroff
681,Coup de torchon (1981) ,Comedy|Crime|Drama,"A pathetic police chief, humiliated by everyone around him, suddenly wants a clean slate in life - and resorts to drastic means to do so.",Bertrand Tavernier,Jean Aurenche|Bertrand Tavernier,Philippe Noiret|Isabelle Huppert|Stéphane Audran
682,Tigrero: A Film That Was Never Made (1994) ,Documentary|Drama,"In 1993, Sam Fuller takes Jim Jarmusch on a trip into Brazil's Mato Grosso, up the River Araguaia to the village of Santa Isabel Do Morro, where 40 years before, Zanuck had sent Fuller to 
                    ",Mika Kaurismäki,Mika Kaurismäki|Christa Lang,Samuel Fuller|Jim Jarmusch
