MovielID,Name,Gnere,Introduction,Director,Writers,Stars
478,Victory Theater: The Philadelphia Story - Great Movies Over Radio             ,Comedy|Mystery,,,,Adam Graham
479,Vertigo (1958) ,Mystery|Romance|Thriller,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,Alfred Hitchcock,Alec Coppel|Samuel A. Taylor,James Stewart|Kim Novak|Barbara Bel Geddes
480,North by Northwest (1959) ,Adventure|Mystery|Thriller,A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.,Alfred Hitchcock,Ernest Lehman,Cary Grant|Eva Marie Saint|James Mason
481,Don't Trust the B---- in Apartment 23             ,Comedy,"Chloe is a New York party girl with the morals of a pirate. She causes trouble for her naive small town roommate, June, and Chloe's best friend, James Van Der Beek.",Nahnatchka Khan,,Krysten Ritter|Dreama Walker|Michael Blaiklock
482,Some Like It Hot (1959) ,Comedy|Music|Romance,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Billy Wilder,Billy Wilder|I.A.L. Diamond,Marilyn Monroe|Tony Curtis|Jack Lemmon
483,Casablanca (1942) ,Drama|Romance|War,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,Michael Curtiz,Julius J. Epstein|Philip G. Epstein,Humphrey Bogart|Ingrid Bergman|Paul Henreid
484,The Maltese Falcon (1941)             ,Talk-Show,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette. In this 1941 noir classic, detective Sam …",James Rolfe,James Rolfe,James Rolfe|Justin Silverman
485,My Fair Lady (1964) ,Drama|Family|Musical,Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,George Cukor,Alan Jay Lerner|George Bernard Shaw,Audrey Hepburn|Rex Harrison|Stanley Holloway
486,Sabrina (1954) ,Comedy|Drama|Romance,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",Billy Wilder,Billy Wilder|Samuel A. Taylor,Humphrey Bogart|Audrey Hepburn|William Holden
487,Roman Holiday (1953) ,Comedy|Romance,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,William Wyler,Ian McLellan Hunter|John Dighton,Gregory Peck|Audrey Hepburn|Eddie Albert
488,Sunset Blvd. (1950) ,Drama|Film-Noir,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,Billy Wilder,Charles Brackett|Billy Wilder,William Holden|Gloria Swanson|Erich von Stroheim
489,Notorious (1946) ,Drama|Film-Noir|Romance,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,Alfred Hitchcock,Ben Hecht,Cary Grant|Ingrid Bergman|Claude Rains
490,To Catch a Thief (1955) ,Mystery|Romance|Thriller,A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.,Alfred Hitchcock,John Michael Hayes|David Dodge,Cary Grant|Grace Kelly|Jessie Royce Landis
491,The Adventures of Robin Hood (1938) ,Action|Adventure|Romance,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",Michael Curtiz|William Keighley,Norman Reilly Raine|Seton I. Miller,Errol Flynn|Olivia de Havilland|Basil Rathbone
492,East of Eden (1955) ,Drama,"Two brothers struggle to maintain their strict, Bible-toting father's favor.",Elia Kazan,John Steinbeck|Paul Osborn,James Dean|Raymond Massey|Julie Harris
493,The Thin Man (1934)             ,Comedy|Family|Horror,"Today, Rob takes a look at one of the originators of the murder mystery genre, The Thin Man. It also takes place at Christmas.",Rob Boor,Rob Boor,Rob Boor|Eric Boor
494,His Girl Friday (1940) ,Comedy|Drama|Romance,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,Howard Hawks,Charles Lederer|Ben Hecht,Cary Grant|Rosalind Russell|Ralph Bellamy
495,Around the World in 80 Days (1956) ,Adventure|Comedy|Family,A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.,Michael Anderson|John Farrow,James Poe|John Farrow,David Niven|Cantinflas|Finlay Currie
496,It's a Wonderful Life (1946) ,Drama|Family|Fantasy,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,Frank Capra,Frances Goodrich|Albert Hackett,James Stewart|Donna Reed|Lionel Barrymore
497,Bringing Up Baby (1938) ,Comedy|Family|Romance,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",Howard Hawks,Dudley Nichols|Hagar Wilde,Katharine Hepburn|Cary Grant|Charles Ruggles
498,The African Queen (1951)             ,Talk-Show,"In the pilot episode, David and Lincoln discuss ""The African Queen"" starring Humphrey Bogart and Katharine Hepburn.",David Metzger,Lincoln L. Hayes|David Metzger,Lincoln L. Hayes|David Metzger
499,Cat on a Hot Tin Roof (1958) ,Drama,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,Richard Brooks,Richard Brooks|James Poe,Elizabeth Taylor|Paul Newman|Burl Ives
500,Fly Away Home (1996) ,Adventure|Drama|Family,A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.,Carroll Ballard,Bill Lishman|Robert Rodat,Jeff Daniels|Anna Paquin|Dana Delany
501,Dumbo (1941) ,Animation|Drama|Family,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",Samuel Armstrong|Norman Ferguson,Joe Grant|Dick Huemer,Sterling Holloway|Edward Brophy|Herman Bing
502,Bananas (1971) ,Comedy,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",Woody Allen,Woody Allen|Mickey Rose,Woody Allen|Louise Lasser|Carlos Montalb谩n
503,The Candidate (1972) ,Comedy|Drama,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",Michael Ritchie,Jeremy Larner,Robert Redford|Peter Boyle|Melvyn Douglas
504,Bonnie and Clyde (1967) ,Action|Biography|Crime,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",Arthur Penn,David Newman|Robert Benton,Warren Beatty|Faye Dunaway|Michael J. Pollard
505,Dial M for Murder (1954) ,Crime|Thriller,A former tennis player tries to arrange his wife's murder after learning of her affair.,Alfred Hitchcock,Frederick Knott|Frederick Knott,Ray Milland|Grace Kelly|Robert Cummings
506,Rebel Without a Cause (1955) ,Drama,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",Nicholas Ray,Stewart Stern|Irving Shulman,James Dean|Natalie Wood|Sal Mineo
507,A Streetcar Named Desire (1951) ,Drama,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,Elia Kazan,Tennessee Williams|Oscar Saul,Vivien Leigh|Marlon Brando|Kim Hunter
508,The People vs. Larry Flynt (1996) ,Biography|Drama,"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.",Milos Forman,Scott Alexander|Larry Karaszewski,Woody Harrelson|Courtney Love|Edward Norton
509,My Left Foot: The Story of Christy Brown (1989) ,Biography|Drama,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",Jim Sheridan,Shane Connaughton|Jim Sheridan,Daniel Day-Lewis|Brenda Fricker|Alison Whelan
510,The Magnificent Seven (2016) ,Action|Adventure|Western,Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,Antoine Fuqua,Akira Kurosawa|Shinobu Hashimoto,Denzel Washington|Chris Pratt|Ethan Hawke
511,Lawrence of Arabia (1962) ,Adventure|Biography|Drama,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",David Lean,T.E. Lawrence|Robert Bolt,Peter O'Toole|Alec Guinness|Anthony Quinn
512,Der Himmel 眉ber Berlin (1987) ,Drama|Fantasy|Romance,An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.,Wim Wenders,Wim Wenders|Peter Handke,Bruno Ganz|Solveig Dommartin|Otto Sander
513,The Third Man (1949) ,Film-Noir|Mystery|Thriller,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",Carol Reed,Graham Greene|Graham Greene,Orson Welles|Joseph Cotten|Alida Valli
514,Annie Hall (1977) ,Comedy|Romance,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,Woody Allen,Woody Allen|Marshall Brickman,Woody Allen|Diane Keaton|Tony Roberts
515,Das Boot (1981) ,Adventure|Drama|Thriller,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",Wolfgang Petersen,Wolfgang Petersen|Lothar G. Buchheim,J眉rgen Prochnow|Herbert Gr枚nemeyer|Klaus Wennemann
516,Local Hero (1983) ,Comedy|Drama,An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.,Bill Forsyth,Bill Forsyth,Burt Lancaster|Peter Riegert|Fulton Mackay
517,Manhattan (1979) ,Comedy|Drama|Romance,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,Woody Allen,Woody Allen|Marshall Brickman,Woody Allen|Diane Keaton|Mariel Hemingway
518,Miller's Crossing (1990) ,Crime|Drama|Thriller,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",Joel Coen|Ethan Coen,Joel Coen|Ethan Coen,Gabriel Byrne|Albert Finney|John Turturro
519,The Treasure of the Sierra Madre (1948) ,Adventure|Drama|Western,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,John Huston,John Huston|B. Traven,Humphrey Bogart|Walter Huston|Tim Holt
520,Great Escape: The Untold Story (2001) ,Documentary|Drama|War,"The Stalag Luft III was a prison camp on Germany's border with Poland. It held 10,000 Allied airmen of all nationalities during the Second World War, and was escape proof. But for Allied …",Steven Clarke,,Derek Jacobi|Connor Williams|Richard Campbell
521,The Deer Hunter (1978) ,Drama|War,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,Michael Cimino,Michael Cimino|Deric Washburn,Robert De Niro|Christopher Walken|John Cazale
522,Down by Law (1986) ,Comedy|Crime|Drama,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",Jim Jarmusch,Jim Jarmusch,Tom Waits|John Lurie|Roberto Benigni
523,Cool Hand Luke (1967) ,Crime|Drama,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",Stuart Rosenberg,Donn Pearce|Frank Pierson,Paul Newman|George Kennedy|Strother Martin
524,The Great Dictator: The End of Silence             ,Comedy,,Kyle Kallgren,Kyle Kallgren,Kyle Kallgren
525,The Big Sleep (1946) ,Crime|Film-Noir|Mystery,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",Howard Hawks,William Faulkner|Leigh Brackett,Humphrey Bogart|Lauren Bacall|John Ridgely
526,Ben-Hur (1959) ,Adventure|Drama|History,"After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",William Wyler,Lew Wallace|Karl Tunberg,Charlton Heston|Jack Hawkins|Stephen Boyd
527,Gandhi (1982) ,Biography|Drama|History,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,Richard Attenborough,John Briley,Ben Kingsley|John Gielgud|Rohini Hattangadi
528,Indian Leopards: The Killing Fields (2004) ,Documentary,,Praveen Singh,,
529,Mitt liv som hund (1985) ,Drama|Comedy,"A boy and his brother don't get along well. In order to let their ill mother rest, they're separated and sent each one with their relatives.",Lasse Hallstr枚m,Reidar J枚nsson|Lasse Hallstr枚m,Anton Glanzelius|Tomas von Br枚mssen|Anki Lid茅n
530,The Man Who Would Be King (1975) ,Adventure|History|War,"Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",John Huston,John Huston|Gladys Hill,Sean Connery|Michael Caine|Christopher Plummer
531,Shine (1996) ,Biography|Drama|Music,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",Scott Hicks,Jan Sardi|Scott Hicks,Geoffrey Rush|Armin Mueller-Stahl|Justin Braine
532,Kama Sutra: A Tale of Love (1996) ,Crime|Drama|History,Two female friends become sexual rivals at maturity.,Mira Nair,Helena Kriel|Mira Nair,Naveen Andrews|Sarita Choudhury|Indira Varma
533,The Daytrippers (1996) ,Comedy|Drama,"When she discovers a love letter written to her husband by an unknown paramour, the distraught Eliza turns to her tight-knit Long Island family for advice.",Greg Mottola,Greg Mottola,Hope Davis|Stanley Tucci|Parker Posey
534,Traveller (1997) ,Crime|Drama|Romance,A man joins a group of nomadic con artists in rural North Carolina.,Jack N. Green,Jim McGlynn,Bill Paxton|Mark Wahlberg|Julianna Margulies
535,Addicted to Love (1997) ,Comedy|Romance,"Maggie's and Sam's former partners are in love; she wants revenge and he wants his lost love back, so they work together to break up the happy couple.",Griffin Dunne,Robert Gordon,Meg Ryan|Matthew Broderick|Kelly Preston
536,Ponette (1996) ,Drama,A four-year-old girl tries to come to terms with the sudden death of her mother.,Jacques Doillon,Jacques Doillon|Brune Compagnon,Victoire Thivisol|Delphine Schiltz|Matiaz Bureau Caton
537,My Own Private Idaho (1991) ,Drama,Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.,Gus Van Sant,Gus Van Sant,River Phoenix|Keanu Reeves|James Russo
538,Anastasia (1997) ,Animation|Adventure|Drama,"The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.",Don Bluth|Gary Goldman,Susan Gauthier|Bruce Graham,Meg Ryan|John Cusack|Christopher Lloyd
539,Mousehunt (1997) ,Comedy,Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.,Gore Verbinski,Adam Rifkin,Nathan Lane|Lee Evans|Vicki Lewis
540,Money Train (1995) ,Action|Comedy|Crime,"A vengeful New York City transit cop decides to steal a trainload of subway fares. His foster brother, a fellow cop, tries to protect him.",Joseph Ruben,Doug Richardson|Doug Richardson,Wesley Snipes|Woody Harrelson|Jennifer Lopez
541,Mortal Kombat (1995) ,Action|Adventure|Fantasy,Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,Paul W.S. Anderson,Ed Boon|John Tobias,Christopher Lambert|Robin Shou|Linden Ashby
542,Pocahontas (1995) ,Animation|Adventure|Drama,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,Mike Gabriel|Eric Goldberg,Carl Binder|Susannah Grant,Mel Gibson|Linda Hunt|Christian Bale
543,Les mis茅rables (1995) ,Drama|History,A variation on Victor Hugo's classic novel by means of the story of a man whose life is affected by and somewhat duplicated by the Hugo story of the beleaguered Jean Valjean.,Claude Lelouch,Victor Hugo|Claude Lelouch,Jean-Paul Belmondo|Michel Boujenah|Alessandra Martines
544,Things to Do in Denver When You're Dead (1995) ,Crime|Drama|Thriller,Five different criminals face imminent death after botching a job quite badly.,Gary Fleder,Scott Rosenberg,Andy Garcia|Christopher Walken|Christopher Lloyd
545,Vampire in Brooklyn (1995) ,Comedy|Fantasy|Horror,"A ship docks in Brooklyn with all its crew dead, but someone gets off and the killing continues on land. A Caribbean vampire is searching for a specific woman, half-human half-vampire. Rita is the detective investigating the many killings.",Wes Craven,Eddie Murphy|Vernon Lynch,Eddie Murphy|Angela Bassett|Allen Payne
546,Broken Arrow (1996) ,Action|Adventure|Thriller,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,John Woo,Graham Yost,John Travolta|Christian Slater|Samantha Mathis
547,The Young Poisoner's Handbook (1995) ,Crime|Drama,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes …",Benjamin Ross,Jeff Rawle|Benjamin Ross,Hugh O'Conor|Antony Sher|Tobias Arnold
548,Die unendliche Geschichte III: Rettung aus Phantasien (1994) ,Adventure|Comedy|Family,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,Peter MacDonald,Jeff Lieberman|Karin Howard,Jason James Richter|Melody Kay|Jack Black
549,Rob Roy (1995) ,Adventure|Biography|Drama,"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.",Michael Caton-Jones,Alan Sharp,Liam Neeson|Jessica Lange|John Hurt
550,Die Hard: With a Vengeance (1995) ,Action|Adventure|Thriller,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",John McTiernan,Jonathan Hensleigh|Roderick Thorp,Bruce Willis|Jeremy Irons|Samuel L. Jackson
551,Lord of Illusions (1995) ,Horror|Mystery|Thriller,"A private detective gets more than he bargains for when he encounters Philip Swan, a performer whose amazing illusions captive the world, but they are not really what everyone thinks.",Clive Barker,Clive Barker|Clive Barker,Scott Bakula|Kevin J. O'Connor|J. Trevor Edmond
552,Species (1995) ,Action|Horror|Sci-Fi,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,Roger Donaldson,Dennis Feldman,Natasha Henstridge|Michael Madsen|Ben Kingsley
553,A Walk in the Clouds (1995) ,Drama|Romance,A married soldier returning from World War II poses as a pregnant woman's husband to save her from her father's anger and honor.,Alfonso Arau,Robert Mark Kamen|Mark Miller,Keanu Reeves|Aitana S谩nchez-Gij贸n|Anthony Quinn
554,Waterworld (1995) ,Action|Adventure|Sci-Fi,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",Kevin Reynolds,Peter Rader|David Twohy,Kevin Costner|Jeanne Tripplehorn|Dennis Hopper
555,White Man's Burden (1995) ,Drama|Thriller,"In an alternative America where African-Americans and White Americans have reversed cultural roles, a white factory worker kidnaps a black factory owner for dismissing him over perceived disdain.",Desmond Nakano,Desmond Nakano,John Travolta|Harry Belafonte|Kelly Lynch
556,Wild Bill (1995) ,Action|Biography|Western,The early career of legendary lawman Wild Bill Hickock is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.,Walter Hill,Peter Dexter|Thomas Babe,Jeff Bridges|Ellen Barkin|John Hurt
557,Farinelli (1994) ,Biography|Drama|Music,"The story of castrato opera singer Carlo Broschi, who enthralled 18th century European audiences under his stage name Farinelli.",G茅rard Corbiau,Andr茅e Corbiau|G茅rard Corbiau,Stefano Dionisi|Enrico Lo Verso|Elsa Zylberstein
558,Heavenly Creatures (1994) ,Biography|Crime|Drama,"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.",Peter Jackson,Fran Walsh|Peter Jackson,Melanie Lynskey|Kate Winslet|Sarah Peirse
559,Interview with the Vampire             ,Comedy,,,,
560,A Kid in King Arthur's Court (1995) ,Adventure|Comedy|Family,A Little League player is sent back into medieval times where he is given the task of saving Camelot.,Michael Gottlieb,Michael Part|Robert L. Levy,Thomas Ian Nicholas|Joss Ackland|Art Malik
561,Frankenstein (1994) ,Drama|Horror|Romance,"When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.",Kenneth Branagh,Mary Shelley|Steph Lady,Robert De Niro|Kenneth Branagh|Helena Bonham Carter
562,The Quick and the Dead (1995) - Review             ,Horror,MrSheltonTV takes a look at The Quick and the Dead (1995).,John H. Shelton,John H. Shelton,John H. Shelton
563,The Langoliers             ,Horror|Mystery|Sci-Fi,"Most of the passengers on an airplane disappear, and the remainder land the plane in a mysteriously barren airport.",,,Patricia Wettig|Dean Stockwell|Tom Holland
564,Tales from the Hood (1995) ,Crime|Drama|Horror,A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,Rusty Cundieff,Rusty Cundieff|Darin Scott,Clarence Williams III|Corbin Bernsen|Joe Torry
565,Village of the Damned (1995) ,Horror|Sci-Fi|Thriller,A small town's women give birth to unfriendly alien children posing as humans.,John Carpenter,John Wyndham|Stirling Silliphant,Christopher Reeve|Kirstie Alley|Linda Kozlowski
566,Clear and Present Danger (1994) ,Action|Crime|Drama,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,Phillip Noyce,Tom Clancy|Donald E. Stewart,Harrison Ford|Willem Dafoe|Anne Archer
567,Wes Craven's New Nightmare (1994)             ,Comedy|Horror,The kill from Wes Craven's New Nightmare are counted down and analyzed on this episode of The Kill Count.,,James A. Janisse,James A. Janisse
568,Speed (1994) ,Action|Adventure|Thriller,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,Jan de Bont,Graham Yost,Keanu Reeves|Dennis Hopper|Sandra Bullock
569,Wolf (1994) ,Drama|Horror|Romance,Publisher Will Randall becomes a werewolf and has to fight to keep his job.,Mike Nichols,Jim Harrison|Wesley Strick,Jack Nicholson|Michelle Pfeiffer|James Spader
570,Wyatt Earp (1994) ,Adventure|Biography|Crime,"From Wichita to Dodge City to the O.K. Corral in Tombstone, a man becomes a myth in this thrilling journey of romance, adventure and desperate, heroic action.",Lawrence Kasdan,Dan Gordon|Lawrence Kasdan,Kevin Costner|Dennis Quaid|Gene Hackman
571,Another Stakeout (1993) ,Comedy|Crime,Two immature detectives are joined by a pesky assistant district attorney in staking out a lakeside home where a Mafia trial witness is believed to be heading.,John Badham,Jim Kouf|Jim Kouf,Richard Dreyfuss|Emilio Estevez|Rosie O'Donnell
572,Blown Away (1994) ,Action|Crime|Drama,An Irish bomber escapes from prison and targets a member of the Boston bomb squad.,Stephen Hopkins,John Rice|Joe Batteer,Jeff Bridges|Tommy Lee Jones|Suzy Amis
573,Body Snatchers (1993) ,Horror|Sci-Fi,A teenage girl and her father discover alien clones are replacing humans on a remote U.S. military base in Alabama.,Abel Ferrara,Jack Finney|Raymond Cistheri,Gabrielle Anwar|Meg Tilly|Terry Kinney
574,Boxing Helena (1993) ,Drama|Mystery|Romance,"A surgeon becomes obsessed with the seductive woman he once was in an affair with. Refusing to accept that she has moved on, he amputates her limbs and holds her captive in his mansion.",Jennifer Lynch,Philippe Caland|Jennifer Lynch,Julian Sands|Sherilyn Fenn|Bill Paxton
575,City Slickers II: The Legend of Curly's Gold (1994) ,Comedy,"One year after their first adventure, Mitch Robbins and his friends discover a treasure map that belonged to their late trail guide Curly and they set out to discover its secrets.",Paul Weiland,Lowell Ganz|Babaloo Mandel,Billy Crystal|Jack Palance|Daniel Stern
576,Cliffhanger (1993) ,Action|Adventure|Thriller,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.,Renny Harlin,John Long|Michael France,Sylvester Stallone|John Lithgow|Michael Rooker
577,Coneheads (1993) ,Comedy|Sci-Fi,Aliens with conical crania crash-land on Earth.,Steve Barron,Tom Davis|Dan Aykroyd,Dan Aykroyd|Jane Curtin|Robert Knott
578,Demolition Man (1993) ,Action|Sci-Fi|Thriller,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,Marco Brambilla,Peter M. Lenkov|Robert Reneau,Sylvester Stallone|Wesley Snipes|Sandra Bullock
579,Fatal Instinct (1993) ,Comedy|Crime|Thriller,"A spoof on thrillers from before 1993 such as Fatal Attraction (1987), Basic Instinct (1992), Chinatown (1974) , Cape Fear (1991) etc. A cop/lawyer cheats on his wife and she on him and plans to kill him for the insurance.",Carl Reiner,David O'Malley,Armand Assante|Sherilyn Fenn|Kate Nelligan
580,The Englishman Who Went Up a Hill But Came Down a Mountain (1995) ,Comedy|Drama|Romance,"When an English cartographer must tell a Welsh village that their mountain is only a hill, the offended community sets out to change that.",Christopher Monger,Ifor David Monger|Christopher Monger,Hugh Grant|Tara Fitzgerald|Colm Meaney
581,Kalifornia (1993) ,Crime|Drama|Thriller,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",Dominic Sena,Stephen Levy|Tim Metcalfe,Brad Pitt|Juliette Lewis|Kathy Larson
582,The Piano (1993) ,Drama|Music|Romance,"In the mid-19th century, a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation.",Jane Campion,Jane Campion,Holly Hunter|Harvey Keitel|Sam Neill
583,Romeo Is Bleeding (1993) ,Crime|Drama|Romance,"A womanizing, crooked cop on the payroll of the mafia is confronted with the reality of his double life after he is asked to kill a beautiful and ruthless Russian gangster.",Peter Medak,Hilary Henkin,Gary Oldman|Lena Olin|Wallace Wood
584,Secret Garden: The Happy Haunting             ,Documentary|Mystery,"In beautiful, historic Kingston, Ontario, the Secret Garden bed and breakfast holds more secrets than it first appears. This four-storey turn of the century mansion hides the spirits of a …",Gregory Sheppard,Michael Lamport,Jackie Dennison|Christine Hamlett|Michael Lamport
585,Son in Law (1993) ,Comedy|Drama|Romance,"Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town.",Steve Rash,Patrick J. Clifton|Susan McMartin,Pauly Shore|Carla Gugino|Lane Smith
586,Terminal Velocity (1994) ,Action|Mystery|Romance,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,Deran Sarafian,David Twohy,Charlie Sheen|Nastassja Kinski|James Gandolfini
587,The Hour of the Pig (1993) ,Crime|Drama|History,"In medieval France, young lawyer Richard Courtois leaves Paris for the simpler life in the country. However, he is soon drawn into amorous and political intrigues. At the same time, he is …",Leslie Megahey,Leslie Megahey,Colin Firth|Amina Annabi|Jim Carter
588,Beauty and the Beast (1991) ,Animation|Family|Fantasy,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,Gary Trousdale|Kirk Wise,Linda Woolverton|Brenda Chapman,Paige O'Hara|Robby Benson|Jesse Corti
589,The Wild Bunch (1969) ,Action|Adventure|Western,An aging group of outlaws look for one last big score as the "traditional" American West is disappearing around them.,Sam Peckinpah,Walon Green|Sam Peckinpah,William Holden|Ernest Borgnine|Robert Ryan
590,Hellraiser: Bloodline (1996) ,Horror|Sci-Fi,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.",Kevin Yagher,Peter Atkins,Bruce Ramsay|Valentina Vargas|Doug Bradley
591,Primal Fear (1996) ,Crime|Drama|Mystery,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",Gregory Hoblit,William Diehl|Steve Shagan,Richard Gere|Laura Linney|Edward Norton
592,True Crime (1995) ,Crime|Drama|Mystery,"Mary, a precocious high school senior, longs to be a cop. When a classmate dies and the case remains unsolved, Mary becomes obsessed and gets involved in the investigation.",Pat Verducci,Pat Verducci,Alicia Silverstone|Kevin Dillon|Bill Nunn
593,Stalingrad (1993) ,Drama|War,"The story follows a group of German soldiers, from their Italian R&R in the summer of 1942 to the frozen steppes of Soviet Russia and ending with the battle for Stalingrad.",Joseph Vilsmaier,J眉rgen B眉scher|Johannes Heide,Dominique Horwitz|Thomas Kretschmann|Jochen Nickel
594,Heavy (1995) ,Drama|Romance,"The life of an overweight, unhappy cook is changed after a kind, beautiful college drop-out comes to work as a waitress at his and his mother's road-side restaurant.",James Mangold,James Mangold,Pruitt Taylor Vince|Liv Tyler|Shelley Winters
